species_B;species_A;rep
DA_B15;a16;4-11-22
DA_B15;a2;4-11
DA_B15;a4;4-11-22
DA_B15;a5;4-11-22
DA_B15;a7;4-22
DA_B16;DA_A1;24
DA_B16;a12;16-24
DA_B16;a16;16-24
DA_B16;a2;16-24
DA_B16;a5;24
DA_B16;a7;24
DA_B17;DA_A1;24
DA_B17;a12;24
DA_B17;a15;24
DA_B17;a16;24
DA_B17;a2;24
DA_B17;a4;24
DA_B17;a5;24
DA_B17;a7;24
DA_B18;DA_A1;24
DA_B18;a11;24
DA_B18;a12;24
DA_B18;a15;24
DA_B18;a16;24
DA_B18;a4;24
DA_B18;a7;24
DA_B2;DA_A2;10-13-15-19
DA_B2;DA_A3;13-19
DA_B2;a1;4-10-13
DA_B2;a11;19
DA_B2;a12;5-10-15-19-22
DA_B2;a15;5-19-22
DA_B2;a16;1-4-5-13-14-15-19-22
DA_B2;a2;10-13-22
DA_B2;a3;4-10-13
DA_B2;a4;4-14-15-22
DA_B2;a5;5-22
DA_B2;a6;4-10-13
DA_B2;a7;10-13-19-22
DA_B2;a8;4-10-13
DA_B2;a9;13
DA_B2-DA_B3;DA_A3;17
DA_B2-DA_B3;DA_A4;7
DA_B2-DA_B3;a1;2-17
DA_B2-DA_B3;a12;2-17
DA_B2-DA_B3;a16;2-7-17
DA_B2-DA_B3;a2;2
DA_B2-DA_B3;a3;2-17
DA_B2-DA_B3;a4;7-17
DA_B2-DA_B3;a6;2-17
DA_B2-DA_B3;a8;2-17
DA_B3;DA_A2;14-15
DA_B3;a1;11
DA_B3;a12;11-22
DA_B3;a15;14-16-22
DA_B3;a16;11-14-15-16-18-20-22
DA_B3;a2;11-22
DA_B3;a4;14-15-16-20-22
DA_B3;a5;11-22
DA_B3;a6;11
DA_B3;a7;11
DA_B3;a8;11
DA_B4;DA_A1;6-18
DA_B4;DA_A2;17-23
DA_B4;DA_A3;18
DA_B4;DA_A4;7
DA_B4;a1;3-6-12
DA_B4;a11;18
DA_B4;a12;7-18-21
DA_B4;a14;7-18
DA_B4;a15;16-19-21-23
DA_B4;a16;3-6-7-12-14-17-18-19-21-23
DA_B4;a2;7-18
DA_B4;a3;6-12
DA_B4;a4;3-7-14-16-17-19-21-23
DA_B4;a5;19-21
DA_B4;a6;6-7-18
DA_B4;a7;21
DA_B4;a8;3-6-12-18
DA_B4-DA_B5;a1;2
DA_B4-DA_B5;a12;2
DA_B4-DA_B5;a16;2
DA_B4-DA_B5;a2;2
DA_B4-DA_B5;a3;2
DA_B4-DA_B5;a4;2
DA_B4-DA_B5;a6;2
DA_B4-DA_B5;a8;2
DA_B5;DA_A1;18
DA_B5;DA_A2;8-23
DA_B5;DA_A3;19
DA_B5;DA_A5;8
DA_B5;a1;4-23
DA_B5;a11;18-21
DA_B5;a12;18-21
DA_B5;a14;18
DA_B5;a15;21
DA_B5;a16;1-4-6-8-19-21-23
DA_B5;a2;18-23
DA_B5;a3;4-23
DA_B5;a4;1-18-19-25
DA_B5;a5;19-21-23-25
DA_B5;a6;4-23
DA_B5;a7;21-23-25
DA_B5;a8;4-23
DA_B5;a9;4
DA_B5-DA_B6;DA_A4;16
DA_B5-DA_B6;a15;16
DA_B5-DA_B6;a16;16
DA_B5-DA_B6;a4;16
DA_B5-DA_B6;a5;16
DA_B5-DA_B6;a7;16
DA_B6;DA_A1;8
DA_B6;DA_A2;8-13
DA_B6;DA_A3;8
DA_B6;DA_A4;8-24
DA_B6;DA_A5;8
DA_B6;a1;2-24
DA_B6;a11;21
DA_B6;a12;2-8-21
DA_B6;a15;8-13-21
DA_B6;a16;2-5-8-11-13-17-21
DA_B6;a2;2
DA_B6;a3;2-24
DA_B6;a4;8-13-24
DA_B6;a6;2-13
DA_B6;a7;5-21
DA_B6;a8;2
DA_B6-DA_B7;DA_A2;23
DA_B6-DA_B7;a1;23
DA_B6-DA_B7;a16;10-23
DA_B6-DA_B7;a3;23
DA_B6-DA_B7;a4;10
DA_B6-DA_B7;a6;23
DA_B6-DA_B7;a8;23
DA_B7;DA_A1;18
DA_B7;DA_A3;18
DA_B7;a1;17-18
DA_B7;a11;16-21
DA_B7;a12;16
DA_B7;a15;16-21-24
DA_B7;a16;4-16-17-18-21-25
DA_B7;a3;17-18
DA_B7;a4;18-24-25
DA_B7;a5;21
DA_B7;a6;18
DA_B7;a7;21
DA_B7;a8;17-18
DA_B7;a9;18
DA_B8;DA_A2;8
DA_B8;DA_A3;8-17
DA_B8;DA_A4;8
DA_B8;DA_A5;8
DA_B8;a1;11-17
DA_B8;a11;8
DA_B8;a12;2-8
DA_B8;a15;2-3-8-17
DA_B8;a16;2-8-9-11-15-17
DA_B8;a2;8
DA_B8;a3;17
DA_B8;a4;2-17
DA_B8;a5;8
DA_B8;a7;3-8
DA_B8;a8;17
DA_B8-DA_B9;a1;4
DA_B8-DA_B9;a12;4
DA_B8-DA_B9;a15;4
DA_B8-DA_B9;a16;4
DA_B8-DA_B9;a3;4
DA_B8-DA_B9;a4;4
DA_B8-DA_B9;a5;4
DA_B8-DA_B9;a8;4
DA_B9;DA_A1;24
DA_B9;DA_A2;8-15-17
DA_B9;DA_A3;8-18
DA_B9;DA_A4;8-24
DA_B9;DA_A5;8
DA_B9;DA_A6;7
DA_B9;a1;2-7
DA_B9;a11;8-11-17-22
DA_B9;a12;2-7-8-11-15-17
DA_B9;a14;17
DA_B9;a15;2-7-11-17-22
DA_B9;a16;2-7-8-11-15-17-18-22-24
DA_B9;a2;8-17
DA_B9;a3;2
DA_B9;a4;2-11-15-17-18
DA_B9;a5;8
DA_B9;a6;2-17
DA_B9;a7;8-11-17
DA_B9;a8;2-7
b1;DA_A1;18-20-23-24
b1;DA_A2;4-8-14-15-17-23
b1;DA_A3;18-19
b1;DA_A4;7-24
b1;DA_A5;8
b1;DA_A6;7
b1;DA_A7;7
b1;a11;17
b1;a12;17
b1;a14;17
b1;a15;7-9-12-13-17
b1;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b1;a2;17-22
b1;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b1;a5;7-13-19
b1;a7;4-7-13-15-17-19
b10;DA_A1;3-24
b10;DA_A2;1-8-15-17
b10;DA_A3;3-8-16-18-19-23
b10;DA_A4;7-8
b10;a11;5
b10;a12;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b10;a15;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b10;a16;2-5-6-8-13-15-18-19-22-23-24-25
b10;a2;1-2-3-4-5-6-7-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b10;a4;2-6-7-9-12-15-18-24-25
b10;a5;4-10-12-22-24
b10;a6;5
b10;a7;3-4-5-10-12-22
b11;DA_A1;3-9-14-24
b11;DA_A2;1-2-3-4-8-15-17
b11;DA_A3;2-3-8-16-18-19-23
b11;DA_A4;7-8
b11;DA_A5;8
b11;a11;1-2-3-4-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b11;a12;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b11;a14;8
b11;a15;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b11;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b11;a2;1-2-12-13-14-15-17-19-20-22-25
b11;a4;2-4-5-6-8-9-12-13-15-19-21-24-25
b11;a5;1-2-3-4-7-10-12-14-15-16-17-19-20-21-22-23-24
b11;a6;1-3-5-25
b11;a7;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b13-b17;DA_A1;8-24
b13-b17;DA_A2;4-8-10-15-17-23
b13-b17;DA_A3;2-3-8-18-19-23
b13-b17;DA_A4;7-8-24
b13-b17;DA_A5;8
b13-b17;DA_A6;7
b13-b17;DA_A7;7
b13-b17;a12;1-2-3-4-5-6-7-8-9-10-11-12-13-15-16-17-18-19-20-21-22-23-24-25
b13-b17;a15;2-3-4-5-6-7-8-9-11-12-13-14-15-18-19-20-21-23-24-25
b13-b17;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b13-b17;a2;1-2-3-4-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b13-b17;a4;1-2-3-4-5-6-7-8-10-11-12-13-14-15-16-17-19-20-21-22-23-24-25
b13-b17;a5;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b13-b17;a7;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b14;DA_A1;23-24
b14;DA_A2;4-8-10-15-23
b14;DA_A3;2-3-18-19
b14;DA_A4;7-24
b14;DA_A5;8
b14;DA_A6;7
b14;DA_A7;7
b14;a12;1-8-15-17-19
b14;a15;2-6-11-12-21-25
b14;a16;1-2-3-4-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b14;a2;5-15-17-22-23
b14;a4;1-2-3-4-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b14;a5;2-5-7-15-22
b14;a7;2-4-5-7-8-9-17-21-22-23-25
b15-b18-b19-b20-b21-b22-b23;DA_A1;8-24
b15-b18-b19-b20-b21-b22-b23;DA_A2;8-15-23
b15-b18-b19-b20-b21-b22-b23;DA_A3;2-3-8-18-19-23
b15-b18-b19-b20-b21-b22-b23;DA_A4;7-8-24
b15-b18-b19-b20-b21-b22-b23;DA_A5;8
b15-b18-b19-b20-b21-b22-b23;DA_A6;7
b15-b18-b19-b20-b21-b22-b23;DA_A7;7
b15-b18-b19-b20-b21-b22-b23;a12;2-3-4-5-8-9-11-12-13-15-16-19-20-21-23
b15-b18-b19-b20-b21-b22-b23;a15;2-3-4-5-6-7-8-9-11-12-13-14-15-18-19-20-21-22-23-24-25
b15-b18-b19-b20-b21-b22-b23;a16;1-2-3-4-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b15-b18-b19-b20-b21-b22-b23;a2;1-2-5-8-9-12-13-15-16-17-22-23
b15-b18-b19-b20-b21-b22-b23;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b15-b18-b19-b20-b21-b22-b23;a5;1-2-4-5-6-7-8-9-10-11-13-14-15-17-18-19-20-21-22-24-25
b15-b18-b19-b20-b21-b22-b23;a7;1-2-4-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21-22-24-25
b16;DA_A1;23-24
b16;DA_A2;4-8-10-15-23
b16;DA_A3;2-18-19
b16;DA_A4;24
b16;DA_A5;8
b16;DA_A6;7
b16;DA_A7;7
b16;a12;5-11-13-15-16-17-19-20-23
b16;a15;2-4-5-6-8-9-11-20-21-25
b16;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b16;a2;5-15-16
b16;a4;2-3-4-5-6-7-10-11-12-14-15-17-18-19-22-23-25
b16;a5;2-5-7-8-9-13-15-16-18-20-21-22-24-25
b16;a7;2-4-5-7-8-13-15-16-18-22-24-25
b2;DA_A1;20
b2;DA_A2;4-8-15-17-23
b2;DA_A3;18
b2;DA_A4;7
b2;DA_A5;8
b2;DA_A6;7
b2;DA_A7;7
b2;a1;15
b2;a12;7-10-21
b2;a15;2-7-13-16-17-21
b2;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-25
b2;a2;7-14-22
b2;a4;2-3-4-6-7-8-9-10-11-12-14-16-17-18-19-20-21-22-23-24
b2;a5;7-22
b2;a7;7-14-22
b2;a8;15
b24;DA_A1;3-24
b24;DA_A2;8-15-23
b24;DA_A3;18-19
b24;DA_A4;24
b24;a1;3
b24;a12;2-19
b24;a15;14-18-25
b24;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b24;a4;18-25
b24;a7;5
b24;a8;3
b25;DA_A1;18-24
b25;DA_A2;8-10-15-23-25
b25;DA_A3;14-18
b25;DA_A4;24
b25;a1;2-3-5-9-13-14-22-25
b25;a12;18
b25;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b25;a3;9
b25;a4;7-21
b25;a5;25
b25;a8;3-9-13-14-22-25
b26;DA_A1;18-24
b26;DA_A2;8-15-23
b26;DA_A3;18
b26;DA_A4;24
b26;a1;1-3-17
b26;a11;22
b26;a12;2-7-18-21-23
b26;a15;2-10-14
b26;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-15-16-17-18-19-20-21-22-23-24-25
b26;a2;21
b26;a4;24-25
b26;a5;21
b26;a8;1
b27-b32;DA_A1;3-6-8-16-20-24
b27-b32;DA_A2;1-3-8-10-13-14-15-23-25
b27-b32;DA_A3;11-13-14-16-17-18
b27-b32;DA_A4;14-16-24
b27-b32;DA_A5;8
b27-b32;DA_A6;7
b27-b32;DA_A7;7
b27-b32;a1;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32;a12;7
b27-b32;a15;8-15-16
b27-b32;a16;1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32;a2;7-13
b27-b32;a3;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32;a4;2-15-18
b27-b32;a6;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32;a7;8-15
b27-b32;a8;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32;a9;1-2-3-4-6-7-9-12-13-14-16-17-18-20-21-22-23
b28-b29;DA_A1;16-18-24
b28-b29;DA_A2;8-10-15-23-25
b28-b29;DA_A3;18
b28-b29;DA_A4;24
b28-b29;a1;2-4-16-18
b28-b29;a12;3-11-14-18
b28-b29;a15;2-7-9-18-22
b28-b29;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b28-b29;a3;4
b28-b29;a4;5-7-11-12-24
b28-b29;a5;9
b28-b29;a6;4
b28-b29;a7;9-14-21
b28-b29;a8;4-16-18
b3;DA_A1;20
b3;DA_A2;4-8-15-17-23
b3;DA_A3;18
b3;DA_A4;7
b3;DA_A5;8
b3;DA_A6;7
b3;DA_A7;7
b3;a1;15
b3;a12;7-10-21
b3;a15;2-7-13-16-17-21
b3;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-25
b3;a2;7-14-22
b3;a4;1-2-3-4-6-7-8-9-10-11-12-13-14-16-17-18-19-20-21-22-23-24-25
b3;a5;7-22
b3;a7;7-14-22
b3;a8;15
b30;DA_A1;3-8-24
b30;DA_A2;8-15-17-23
b30;DA_A3;8-14-17-18-19
b30;DA_A4;8
b30;DA_A5;8
b30;a1;5-17
b30;a12;1-2-3-4-5-6-7-8-9-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25
b30;a15;2-3-4-5-6-7-8-9-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25
b30;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b30;a4;8-18-20
b30;a8;17
b31;DA_A1;24
b31;DA_A2;4-8-10-15-23-25
b31;DA_A3;18
b31;a1;11
b31;a11;16
b31;a12;6-11-16
b31;a15;16-23
b31;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b31;a2;11
b31;a4;6-17-23
b31;a5;11
b33;DA_A1;18-24
b33;DA_A2;8-15-23
b33;DA_A3;18
b33;DA_A4;24
b33;a1;1-3-17
b33;a11;22
b33;a12;2-7-18-21-23
b33;a15;2-10-14
b33;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b33;a2;21
b33;a4;24-25
b33;a5;21
b33;a8;1-3
b34;DA_A1;3-6-16-18-20-24
b34;DA_A2;1-3-8-10-13-14-15-23-25
b34;DA_A3;11-13-14-16-17-18
b34;DA_A4;7-14-16-24
b34;DA_A6;7
b34;DA_A7;7
b34;a1;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b34;a12;2-7-8
b34;a15;3-8-15-16
b34;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b34;a2;2-7
b34;a3;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b34;a4;18
b34;a6;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b34;a7;6-15
b34;a8;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b34;a9;1-2-3-4-6-7-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24
b4;DA_A1;23-24
b4;DA_A2;3-4-8-10-15-23-25
b4;DA_A3;18
b4;DA_A4;24
b4;a1;3
b4;a12;8-15
b4;a15;3-4-8-22
b4;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b4;a3;3
b4;a4;8-10-14-15
b4;a7;14
b4;a8;3
b5;DA_A1;8-18-20-23-24
b5;DA_A2;4-8-14-15-17-23
b5;DA_A3;18
b5;DA_A4;24
b5;DA_A5;8
b5;a12;18-22
b5;a15;8-22
b5;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b5;a2;18
b5;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b5;a6;20
b5;a7;8-19
b6;DA_A1;20-23-24
b6;DA_A2;4-8-14-15-17-23-25
b6;DA_A3;18
b6;DA_A4;24
b6;DA_A5;8
b6;a12;22-25
b6;a15;8-22-25
b6;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b6;a2;25
b6;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b6;a5;18-22
b6;a6;14-25
b6;a7;18
b7;DA_A2;15-23
b7;DA_A3;18
b7;a12;2-8-9-10-11-15-16-20-21-22
b7;a15;3-4-6-7-11-13-17-19-24
b7;a16;1-5-6-9-10-11-12-14-15-18-21-22-23
b7;a2;9-15
b7;a4;6-9-14-15-25
b7;a7;4-9-10-17
b8-b9-b12;DA_A1;3-14-20-24
b8-b9-b12;DA_A2;1-2-3-4-8-15-17
b8-b9-b12;DA_A3;2-3-8-16-18-19-23
b8-b9-b12;DA_A4;7-8
b8-b9-b12;DA_A5;8
b8-b9-b12;a11;1-2-3-4-6-7-8-9-11-13-14-15-16-17-18-19-20-21-22-23-24-25
b8-b9-b12;a12;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b8-b9-b12;a14;2-8-11-13-22-23-24
b8-b9-b12;a15;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b8-b9-b12;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b8-b9-b12;a2;1-2-4-7-10-12-13-16-17-18-19-21-22-23-25
b8-b9-b12;a4;1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-24-25
b8-b9-b12;a5;2-12-16-22-23
b8-b9-b12;a6;1-3-5-6-7-9-20-23-25
b8-b9-b12;a7;1-2-3-4-7-8-10-12-13-14-15-16-17-18-19-20-21-22-23-24-25
